EMAIL_USER,TEN_CHI_TIEU_CODE,TRONG_SO_CHITIEU, CHI_TIEU_THANG 
TUNGLV3,BB_SEC_WO,7%, 1.97 
TUNGLV3,GB_All,6%, 6.32 
TUNGLV3,BB_UNS,10%, 6.05 
TUNGLV3,Thu_Giu,15%, 16.46 
Thaonh5,Total,100%,
Thaonh5,1_To_tung,50%,  
Thaonh5,To_tung_SEC,50%,
Thaonh5,Thu_ly_SEC,20%, 75.8 
Thaonh5,Tham_dinh_SEC,20%, 26.0 
Thaonh5,Ban_an_SEC,20%, 2.5 
Thaonh5,QD_THA_SEC,20%, 14.6 
Thaonh5,Ke_bien_SEC,20%, 11.7 
Thaonh5,To_tung_UNS,50%,
Thaonh5,Thu_ly_UNS,33%, 70.0 
Thaonh5,Ban_an_UNS,33%, 13.0 
Thaonh5,QD_THA_UNS,33%, 4.4 
Thaonh5,2_So_thu,50%,
Thaonh5,BB_SEC_non_WO,73%, 23.0 
Thaonh5,BB_SEC_WO,5%, 0.0 
Thaonh5,BB_UNS,15%, 4.7 
Thaonh5,GB_All,7%, 2.4 
tungnt59,Total,100%,
tungnt59,1_To_tung,50%,
tungnt59,To_tung_SEC,50%,
tungnt59,Thu_ly_SEC,30%, 43.6 
tungnt59,Tham_dinh_SEC,30%, 20.6 
tungnt59,Ban_an_SEC,40%, 5.9 
tungnt59,To_tung_UNS,50%,
tungnt59,Thu_ly_UNS,50%, 9.0 
tungnt59,Ban_an_UNS,50%, 2.0 
tungnt59,2_So_thu,50%,
tungnt59,BB_SEC_non_WO,77%, 30.6 
tungnt59,BB_SEC_WO,10%, 0.7 
tungnt59,BB_UNS,8%, 3.1 
tungnt59,GB_All,5%, 1.4 
Hoangnh69,Total,100%,
Hoangnh69,1_To_tung,50%,
Hoangnh69,To_tung_SEC,50%,
Hoangnh69,Thu_ly_SEC,30%, 51.2 
Hoangnh69,Tham_dinh_SEC,30%, 37.4 
Hoangnh69,Ban_an_SEC,40%, 11.0 
Hoangnh69,To_tung_UNS,50%,
Hoangnh69,Thu_ly_UNS,50%, 59.0 
Hoangnh69,Ban_an_UNS,50%, 5.0 
Hoangnh69,2_So_thu,50%,
Hoangnh69,BB_SEC_non_WO,83%, 36.4 
Hoangnh69,BB_SEC_WO,5%, 0.3 
Hoangnh69,BB_UNS,7%, 3.2 
Hoangnh69,GB_All,5%, 1.5 
CHINHNV14,Total,100%,
CHINHNV14,1_To_tung,50%,
CHINHNV14,To_tung_SEC,50%,
CHINHNV14,Thu_ly_SEC,30%, 7.5 
CHINHNV14,Tham_dinh_SEC,30%, 0.6 
CHINHNV14,Ban_an_SEC,40%, 0.2 
CHINHNV14,To_tung_UNS,50%,
CHINHNV14,Thu_ly_UNS,50%, 168.0 
CHINHNV14,Ban_an_UNS,50%, 19.0 
CHINHNV14,2_So_thu,50%,
CHINHNV14,BB_SEC_non_WO,41%, 3.2 
CHINHNV14,BB_SEC_WO,5%, 0.0 
CHINHNV14,BB_UNS,49%, 3.9 
CHINHNV14,GB_All,5%, 0.3 
ANHDTL16,Total,100%,
ANHDTL16,1_To_tung,50%,
ANHDTL16,To_tung_SEC,100%,
ANHDTL16,Thu_ly_SEC,50%, 15.68 
ANHDTL16,Tham_dinh_SEC,50%, 8.84 
ANHDTL16,Ban_an_SEC,0%, -   
ANHDTL16,To_tung_UNS,0%,
ANHDTL16,Thu_ly_UNS,0%, -   
ANHDTL16,Ban_an_UNS,0%, -   
ANHDTL16,2_So_thu,50%,
ANHDTL16,So_thu_SEC,100%, 7.81 
ANHDTL16,So_thu_UNS,0%, -   
ANHDTP15,Total,100%,
ANHDTP15,1_To_tung,50%,
ANHDTP15,To_tung_SEC,0%,
ANHDTP15,Thu_ly_SEC,0%, -   
ANHDTP15,Tham_dinh_SEC,0%, -   
ANHDTP15,Ban_an_SEC,0%, -   
ANHDTP15,To_tung_UNS,100%,
ANHDTP15,Thu_ly_UNS,50%, 2.00 
ANHDTP15,Ban_an_UNS,50%, 1.00 
ANHDTP15,2_So_thu,50%,
ANHDTP15,So_thu_SEC,0%, -   
ANHDTP15,So_thu_UNS,100%, 0.30 
ANHHTT7,Total,100%,
ANHHTT7,1_To_tung,50%,
ANHHTT7,To_tung_SEC,100%,
ANHHTT7,Thu_ly_SEC,30%, 6.15 
ANHHTT7,Tham_dinh_SEC,30%, 4.37 
ANHHTT7,Ban_an_SEC,40%, 2.78 
ANHHTT7,To_tung_UNS,0%,
ANHHTT7,Thu_ly_UNS,0%, -   
ANHHTT7,Ban_an_UNS,0%, -   
ANHHTT7,2_So_thu,50%,
ANHHTT7,So_thu_SEC,100%, 7.63 
ANHHTT7,So_thu_UNS,0%, -   
ANHHV8,Total,100%,
ANHHV8,1_To_tung,30%,
ANHHV8,To_tung_SEC,100%,
ANHHV8,Thu_ly_SEC,33%, 6.34 
ANHHV8,Tham_dinh_SEC,33%, 8.36 
ANHHV8,Ban_an_SEC,33%, 4.59 
ANHHV8,To_tung_UNS,0%,
ANHHV8,Thu_ly_UNS,0%, -   
ANHHV8,Ban_an_UNS,0%, -   
ANHHV8,2_So_thu,70%,
ANHHV8,So_thu_SEC,100%, 8.85 
ANHHV8,So_thu_UNS,0%, -   
ANHLT78,Total,100%,
ANHLT78,1_To_tung,50%,
ANHLT78,To_tung_SEC,100%,
ANHLT78,Thu_ly_SEC,50%, 4.04 
ANHLT78,Tham_dinh_SEC,50%, 2.77 
ANHLT78,Ban_an_SEC,0%, -   
ANHLT78,To_tung_UNS,0%,
ANHLT78,Thu_ly_UNS,0%, -   
ANHLT78,Ban_an_UNS,0%, -   
ANHLT78,2_So_thu,50%,
ANHLT78,So_thu_SEC,100%, 4.31 
ANHLT78,So_thu_UNS,0%, -   
ANHLTV24,Total,100%,
ANHLTV24,1_To_tung,30%,
ANHLTV24,To_tung_SEC,0%,
ANHLTV24,Thu_ly_SEC,0%, -   
ANHLTV24,Tham_dinh_SEC,0%, -   
ANHLTV24,Ban_an_SEC,0%, -   
ANHLTV24,To_tung_UNS,100%,
ANHLTV24,Thu_ly_UNS,33%, 28.00 
ANHLTV24,Ban_an_UNS,33%, 1.00 
anhltv24,QD_THA_UNS,33%, 0.69 
ANHLTV24,2_So_thu,70%,
ANHLTV24,So_thu_SEC,0%, -   
ANHLTV24,So_thu_UNS,100%, 0.69 
ANHND78,Total,100%,
ANHND78,1_To_tung,50%,
ANHND78,To_tung_SEC,100%,
ANHND78,Thu_ly_SEC,30%, 10.35 
ANHND78,Tham_dinh_SEC,30%, 6.76 
ANHND78,Ban_an_SEC,40%, 1.78 
ANHND78,To_tung_UNS,0%,
ANHND78,Thu_ly_UNS,0%, -   
ANHND78,Ban_an_UNS,0%, -   
ANHND78,2_So_thu,50%,
ANHND78,So_thu_SEC,100%, 6.86 
ANHND78,So_thu_UNS,0%, -   
ANHND87,Total,100%,
ANHND87,1_To_tung,50%,
ANHND87,To_tung_SEC,50%,
ANHND87,Thu_ly_SEC,100%, 1.14 
ANHND87,Tham_dinh_SEC,0%, -   
ANHND87,Ban_an_SEC,0%, -   
ANHND87,To_tung_UNS,50%,
ANHND87,Thu_ly_UNS,50%, 5.00 
ANHND87,Ban_an_UNS,50%, 1.00 
ANHND87,2_So_thu,50%,
ANHND87,So_thu_SEC,60%, 0.54 
ANHND87,So_thu_UNS,40%, 0.14 
ANHNVP2,Total,100%,
ANHNVP2,1_To_tung,50%,
ANHNVP2,To_tung_SEC,0%,
ANHNVP2,Thu_ly_SEC,0%, -   
ANHNVP2,Tham_dinh_SEC,0%, -   
ANHNVP2,Ban_an_SEC,0%, -   
ANHNVP2,To_tung_UNS,100%,
ANHNVP2,Thu_ly_UNS,50%, 24.00 
ANHNVP2,Ban_an_UNS,50%, 1.00 
ANHNVP2,2_So_thu,50%,
ANHNVP2,So_thu_SEC,0%, -   
ANHNVP2,So_thu_UNS,100%, 0.65 
ANHTD35,Total,100%,
ANHTD35,1_To_tung,50%,
ANHTD35,To_tung_SEC,100%,
ANHTD35,Thu_ly_SEC,0%, -   
ANHTD35,Tham_dinh_SEC,0%, -   
ANHTD35,Ban_an_SEC,100%, 7.28 
ANHTD35,To_tung_UNS,0%,
ANHTD35,Thu_ly_UNS,0%, -   
ANHTD35,Ban_an_UNS,0%, -   
ANHTD35,2_So_thu,50%,
ANHTD35,So_thu_SEC,100%, 11.68 
ANHTD35,So_thu_UNS,0%, -   
ANHVN22,Total,100%,
ANHVN22,1_To_tung,50%,
ANHVN22,To_tung_SEC,100%,
ANHVN22,Thu_ly_SEC,30%, 7.66 
ANHVN22,Tham_dinh_SEC,30%, 7.45 
ANHVN22,Ban_an_SEC,40%, 1.30 
ANHVN22,To_tung_UNS,0%,
ANHVN22,Thu_ly_UNS,0%, -   
ANHVN22,Ban_an_UNS,0%, -   
ANHVN22,2_So_thu,50%,
ANHVN22,So_thu_SEC,100%, 5.75 
ANHVN22,So_thu_UNS,0%, -   
ANNC1,Total,100%,
ANNC1,1_To_tung,50%,
ANNC1,To_tung_SEC,0%,
ANNC1,Thu_ly_SEC,0%, -   
ANNC1,Tham_dinh_SEC,0%, -   
ANNC1,Ban_an_SEC,0%, -   
ANNC1,To_tung_UNS,100%,
ANNC1,Thu_ly_UNS,50%, 10.00 
ANNC1,Ban_an_UNS,50%, 1.00 
ANNC1,2_So_thu,50%,
ANNC1,So_thu_SEC,0%, -   
ANNC1,So_thu_UNS,100%, 0.84 
ANND23,Total,100%,
ANND23,1_To_tung,50%,
ANND23,To_tung_SEC,100%,
ANND23,Thu_ly_SEC,30%, 4.53 
ANND23,Tham_dinh_SEC,30%, 4.85 
ANND23,Ban_an_SEC,40%, 0.21 
ANND23,To_tung_UNS,0%,
ANND23,Thu_ly_UNS,0%, -   
ANND23,Ban_an_UNS,0%, -   
ANND23,2_So_thu,50%,
ANND23,So_thu_SEC,100%, 4.23 
ANND23,So_thu_UNS,0%, -   
ANPV17,Total,100%,
ANPV17,1_To_tung,50%,
ANPV17,To_tung_SEC,0%,
ANPV17,Thu_ly_SEC,0%, -   
ANPV17,Tham_dinh_SEC,0%, -   
ANPV17,Ban_an_SEC,0%, -   
ANPV17,To_tung_UNS,100%,
ANPV17,Thu_ly_UNS,50%, 6.00 
ANPV17,Ban_an_UNS,50%, 6.00 
ANPV17,2_So_thu,50%,
ANPV17,So_thu_SEC,0%, -   
ANPV17,So_thu_UNS,100%, 1.32 
BACHNX10,Total,100%,
BACHNX10,1_To_tung,50%,
BACHNX10,To_tung_SEC,0%,
BACHNX10,Thu_ly_SEC,0%, -   
BACHNX10,Tham_dinh_SEC,0%, -   
BACHNX10,Ban_an_SEC,0%, -   
BACHNX10,To_tung_UNS,100%,
BACHNX10,Thu_ly_UNS,50%, 4.00 
BACHNX10,Ban_an_UNS,50%, 1.00 
BACHNX10,2_So_thu,50%,
BACHNX10,So_thu_SEC,0%, -   
BACHNX10,So_thu_UNS,100%, 0.78 
BAOCS,Total,100%,
BAOCS,1_To_tung,50%,
BAOCS,To_tung_SEC,0%,
BAOCS,Thu_ly_SEC,0%, -   
BAOCS,Tham_dinh_SEC,0%, -   
BAOCS,Ban_an_SEC,0%, -   
BAOCS,To_tung_UNS,100%,
BAOCS,Thu_ly_UNS,50%, 30.00 
BAOCS,Ban_an_UNS,50%, 3.00 
BAOCS,2_So_thu,50%,
BAOCS,So_thu_SEC,0%, -   
BAOCS,So_thu_UNS,100%, 0.57 
BAONG5,Total,100%,
BAONG5,1_To_tung,30%,
BAONG5,To_tung_SEC,0%,
BAONG5,Thu_ly_SEC,0%, -   
BAONG5,Tham_dinh_SEC,0%, -   
BAONG5,Ban_an_SEC,0%, -   
BAONG5,To_tung_UNS,100%,
BAONG5,Thu_ly_UNS,33%, 1.00 
BAONG5,Ban_an_UNS,33%, 1.00 
baong5,QD_THA_UNS,33%, 1.54 
BAONG5,2_So_thu,70%,
BAONG5,So_thu_SEC,0%, -   
BAONG5,So_thu_UNS,100%, 0.54 
BAOTG10,Total,100%,
BAOTG10,1_To_tung,50%,
BAOTG10,To_tung_SEC,0%,
BAOTG10,Thu_ly_SEC,0%, -   
BAOTG10,Tham_dinh_SEC,0%, -   
BAOTG10,Ban_an_SEC,0%, -   
BAOTG10,To_tung_UNS,100%,
BAOTG10,Thu_ly_UNS,50%, 25.00 
BAOTG10,Ban_an_UNS,50%, 4.00 
BAOTG10,2_So_thu,50%,
BAOTG10,So_thu_SEC,0%, -   
BAOTG10,So_thu_UNS,100%, 0.69 
BINHLT20,Total,100%,
BINHLT20,1_To_tung,50%,
BINHLT20,To_tung_SEC,0%,
BINHLT20,Thu_ly_SEC,0%, -   
BINHLT20,Tham_dinh_SEC,0%, -   
BINHLT20,Ban_an_SEC,0%, -   
BINHLT20,To_tung_UNS,100%,
BINHLT20,Thu_ly_UNS,50%, 5.00 
BINHLT20,Ban_an_UNS,50%, 1.00 
BINHLT20,2_So_thu,50%,
BINHLT20,So_thu_SEC,0%, -   
BINHLT20,So_thu_UNS,100%, 0.73 
BINHN,Total,100%,
BINHN,1_To_tung,50%,
BINHN,To_tung_SEC,0%,
BINHN,Thu_ly_SEC,0%, -   
BINHN,Tham_dinh_SEC,0%, -   
BINHN,Ban_an_SEC,0%, -   
BINHN,To_tung_UNS,100%,
BINHN,Thu_ly_UNS,50%, 1.00 
BINHN,Ban_an_UNS,50%, 1.00 
BINHN,2_So_thu,50%,
BINHN,So_thu_SEC,0%, -   
BINHN,So_thu_UNS,100%, 0.28 
BOTCV,Total,100%,
BOTCV,1_To_tung,50%,
BOTCV,To_tung_SEC,0%,
BOTCV,Thu_ly_SEC,0%, -   
BOTCV,Tham_dinh_SEC,0%, -   
BOTCV,Ban_an_SEC,0%, -   
BOTCV,To_tung_UNS,100%,
BOTCV,Thu_ly_UNS,50%, 30.00 
BOTCV,Ban_an_UNS,50%, 1.00 
BOTCV,2_So_thu,50%,
BOTCV,So_thu_SEC,0%, -   
BOTCV,So_thu_UNS,100%, 0.55 
CAMNM1,Total,100%,
CAMNM1,1_To_tung,50%,
CAMNM1,To_tung_SEC,0%,
CAMNM1,Thu_ly_SEC,0%, -   
CAMNM1,Tham_dinh_SEC,0%, -   
CAMNM1,Ban_an_SEC,0%, -   
CAMNM1,To_tung_UNS,100%,
CAMNM1,Thu_ly_UNS,50%, 21.00 
CAMNM1,Ban_an_UNS,50%, 6.00 
CAMNM1,2_So_thu,50%,
CAMNM1,So_thu_SEC,0%, -   
CAMNM1,So_thu_UNS,100%, 0.39 
CANHLH,Total,100%,
CANHLH,1_To_tung,30%,
CANHLH,To_tung_SEC,50%,
CANHLH,Thu_ly_SEC,33%, 21.93 
CANHLH,Tham_dinh_SEC,33%, 16.47 
CANHLH,Ban_an_SEC,33%, 0.36 
CANHLH,To_tung_UNS,50%,
CANHLH,Thu_ly_UNS,0%, -   
CANHLH,Ban_an_UNS,0%, -   
canhlh,QD_THA_UNS,100%, 0.92 
CANHLH,2_So_thu,70%,
CANHLH,So_thu_SEC,100%, 10.19 
CANHLH,So_thu_UNS,0%, -   
CHILV2,Total,100%,
CHILV2,1_To_tung,50%,
CHILV2,To_tung_SEC,0%,
CHILV2,Thu_ly_SEC,0%, -   
CHILV2,Tham_dinh_SEC,0%, -   
CHILV2,Ban_an_SEC,0%, -   
CHILV2,To_tung_UNS,100%,
CHILV2,Thu_ly_UNS,50%, 10.00 
CHILV2,Ban_an_UNS,50%, 1.00 
CHILV2,2_So_thu,50%,
CHILV2,So_thu_SEC,0%, -   
CHILV2,So_thu_UNS,100%, 0.81 
CHINHNV14,Total,100%,
CHINHNV14,1_To_tung,50%,
CHINHNV14,To_tung_SEC,0%,
CHINHNV14,Thu_ly_SEC,0%, -   
CHINHNV14,Tham_dinh_SEC,0%, -   
CHINHNV14,Ban_an_SEC,0%, -   
CHINHNV14,To_tung_UNS,100%,
CHINHNV14,Thu_ly_UNS,50%, 22.00 
CHINHNV14,Ban_an_UNS,50%, 4.00 
CHINHNV14,2_So_thu,50%,
CHINHNV14,So_thu_SEC,0%, -   
CHINHNV14,So_thu_UNS,100%, 0.56 
CHUONGVV2,Total,100%,
CHUONGVV2,1_To_tung,50%,
CHUONGVV2,To_tung_SEC,100%,
CHUONGVV2,Thu_ly_SEC,50%, 10.22 
CHUONGVV2,Tham_dinh_SEC,50%, 1.31 
CHUONGVV2,Ban_an_SEC,0%, -   
CHUONGVV2,To_tung_UNS,0%,
CHUONGVV2,Thu_ly_UNS,0%, -   
CHUONGVV2,Ban_an_UNS,0%, -   
CHUONGVV2,2_So_thu,50%,
CHUONGVV2,So_thu_SEC,100%, 1.40 
CHUONGVV2,So_thu_UNS,0%, -   
CUONGDH6,Total,100%,
CUONGDH6,1_To_tung,30%,
CUONGDH6,To_tung_SEC,0%,
CUONGDH6,Thu_ly_SEC,0%, -   
CUONGDH6,Tham_dinh_SEC,0%, -   
CUONGDH6,Ban_an_SEC,0%, -   
CUONGDH6,To_tung_UNS,100%,
CUONGDH6,Thu_ly_UNS,33%, 7.00 
CUONGDH6,Ban_an_UNS,33%, 1.00 
cuongdh6,QD_THA_UNS,33%, 1.94 
CUONGDH6,2_So_thu,70%,
CUONGDH6,So_thu_SEC,0%, -   
CUONGDH6,So_thu_UNS,100%, 0.84 
CUONGLM5,Total,100%,
CUONGLM5,1_To_tung,50%,
CUONGLM5,To_tung_SEC,100%,
CUONGLM5,Thu_ly_SEC,30%, 1.64 
CUONGLM5,Tham_dinh_SEC,30%, 4.98 
CUONGLM5,Ban_an_SEC,40%, 0.85 
CUONGLM5,To_tung_UNS,0%,
CUONGLM5,Thu_ly_UNS,0%, -   
CUONGLM5,Ban_an_UNS,0%, -   
CUONGLM5,2_So_thu,50%,
CUONGLM5,So_thu_SEC,100%, 4.31 
CUONGLM5,So_thu_UNS,0%, -   
CUONGLV25,Total,100%,
CUONGLV25,1_To_tung,50%,
CUONGLV25,To_tung_SEC,50%,
CUONGLV25,Thu_ly_SEC,50%, 15.58 
CUONGLV25,Tham_dinh_SEC,50%, 2.24 
CUONGLV25,Ban_an_SEC,0%, -   
CUONGLV25,To_tung_UNS,50%,
CUONGLV25,Thu_ly_UNS,50%, 4.00 
CUONGLV25,Ban_an_UNS,50%, 1.00 
CUONGLV25,2_So_thu,50%,
CUONGLV25,So_thu_SEC,60%, 3.47 
CUONGLV25,So_thu_UNS,40%, 0.49 
CUONGND34,Total,100%,
CUONGND34,1_To_tung,50%,
CUONGND34,To_tung_SEC,100%,
CUONGND34,Thu_ly_SEC,30%, 6.24 
CUONGND34,Tham_dinh_SEC,30%, 0.40 
CUONGND34,Ban_an_SEC,40%, 0.75 
CUONGND34,To_tung_UNS,0%,
CUONGND34,Thu_ly_UNS,0%, -   
CUONGND34,Ban_an_UNS,0%, -   
CUONGND34,2_So_thu,50%,
CUONGND34,So_thu_SEC,100%, 1.72 
CUONGND34,So_thu_UNS,0%, -   
DAILT,Total,100%,
DAILT,1_To_tung,50%,
DAILT,To_tung_SEC,100%,
DAILT,Thu_ly_SEC,30%, 1.58 
DAILT,Tham_dinh_SEC,30%, 2.18 
DAILT,Ban_an_SEC,40%, 1.43 
DAILT,To_tung_UNS,0%,
DAILT,Thu_ly_UNS,0%, -   
DAILT,Ban_an_UNS,0%, -   
DAILT,2_So_thu,50%,
DAILT,So_thu_SEC,100%, 5.28 
DAILT,So_thu_UNS,0%, -   
DANGLNH,Total,100%,
DANGLNH,1_To_tung,50%,
DANGLNH,To_tung_SEC,100%,
DANGLNH,Thu_ly_SEC,30%, 65.92 
DANGLNH,Tham_dinh_SEC,30%, 109.32 
DANGLNH,Ban_an_SEC,40%, 61.72 
DANGLNH,To_tung_UNS,0%,
DANGLNH,Thu_ly_UNS,0%, -   
DANGLNH,Ban_an_UNS,0%, -   
DANGLNH,2_So_thu,50%,
DANGLNH,So_thu_SEC,100%, 13.04 
DANGLNH,So_thu_UNS,0%, -   
DAOLTX,Total,100%,
DAOLTX,1_To_tung,50%,
DAOLTX,To_tung_SEC,0%,
DAOLTX,Thu_ly_SEC,0%, -   
DAOLTX,Tham_dinh_SEC,0%, -   
DAOLTX,Ban_an_SEC,0%, -   
DAOLTX,To_tung_UNS,100%,
DAOLTX,Thu_ly_UNS,50%, 16.00 
DAOLTX,Ban_an_UNS,50%, 1.00 
DAOLTX,2_So_thu,50%,
DAOLTX,So_thu_SEC,0%, -   
DAOLTX,So_thu_UNS,100%, 0.69 
DATDT36,Total,100%,
DATDT36,1_To_tung,50%,
DATDT36,To_tung_SEC,0%,
DATDT36,Thu_ly_SEC,0%, -   
DATDT36,Tham_dinh_SEC,0%, -   
DATDT36,Ban_an_SEC,0%, -   
DATDT36,To_tung_UNS,100%,
DATDT36,Thu_ly_UNS,50%, 22.00 
DATDT36,Ban_an_UNS,50%, 2.00 
DATDT36,2_So_thu,50%,
DATDT36,So_thu_SEC,0%, -   
DATDT36,So_thu_UNS,100%, 0.55 
DATDT40,Total,100%,
DATDT40,1_To_tung,50%,
DATDT40,To_tung_SEC,0%,
DATDT40,Thu_ly_SEC,0%, -   
DATDT40,Tham_dinh_SEC,0%, -   
DATDT40,Ban_an_SEC,0%, -   
DATDT40,To_tung_UNS,100%,
DATDT40,Thu_ly_UNS,50%, 1.00 
DATDT40,Ban_an_UNS,50%, 1.00 
DATDT40,2_So_thu,50%,
DATDT40,So_thu_SEC,0%, -   
DATDT40,So_thu_UNS,100%, 1.12 
DATLT19,Total,100%,
DATLT19,1_To_tung,50%,
DATLT19,To_tung_SEC,100%,
DATLT19,Thu_ly_SEC,0%, -   
DATLT19,Tham_dinh_SEC,43%, 10.80 
DATLT19,Ban_an_SEC,57%, 0.84 
DATLT19,To_tung_UNS,0%,
DATLT19,Thu_ly_UNS,0%, -   
DATLT19,Ban_an_UNS,0%, -   
DATLT19,2_So_thu,50%,
DATLT19,So_thu_SEC,100%, 7.09 
DATLT19,So_thu_UNS,0%, -   
DATND9,Total,100%,
DATND9,1_To_tung,50%,
DATND9,To_tung_SEC,0%,
DATND9,Thu_ly_SEC,0%, -   
DATND9,Tham_dinh_SEC,0%, -   
DATND9,Ban_an_SEC,0%, -   
DATND9,To_tung_UNS,100%,
DATND9,Thu_ly_UNS,50%, 23.00 
DATND9,Ban_an_UNS,50%, 1.00 
DATND9,2_So_thu,50%,
DATND9,So_thu_SEC,0%, -   
DATND9,So_thu_UNS,100%, 0.24 
DATNT124,Total,100%,
DATNT124,1_To_tung,50%,
DATNT124,To_tung_SEC,100%,
DATNT124,Thu_ly_SEC,50%, 42.16 
DATNT124,Tham_dinh_SEC,50%, 28.29 
DATNT124,Ban_an_SEC,0%, -   
DATNT124,To_tung_UNS,0%,
DATNT124,Thu_ly_UNS,0%, -   
DATNT124,Ban_an_UNS,0%, -   
DATNT124,2_So_thu,50%,
DATNT124,So_thu_SEC,100%, 14.82 
DATNT124,So_thu_UNS,0%, -   
DATNT53,Total,100%,
DATNT53,1_To_tung,50%,
DATNT53,To_tung_SEC,50%,
DATNT53,Thu_ly_SEC,43%, 2.91 
DATNT53,Tham_dinh_SEC,0%, -   
DATNT53,Ban_an_SEC,57%, 1.39 
DATNT53,To_tung_UNS,50%,
DATNT53,Thu_ly_UNS,50%, 16.00 
DATNT53,Ban_an_UNS,50%, 1.00 
DATNT53,2_So_thu,50%,
DATNT53,So_thu_SEC,60%, 2.49 
DATNT53,So_thu_UNS,40%, 0.49 
DATNT97,Total,100%,
DATNT97,1_To_tung,50%,
DATNT97,To_tung_SEC,0%,
DATNT97,Thu_ly_SEC,0%, -   
DATNT97,Tham_dinh_SEC,0%, -   
DATNT97,Ban_an_SEC,0%, -   
DATNT97,To_tung_UNS,100%,
DATNT97,Thu_ly_UNS,50%, 28.00 
DATNT97,Ban_an_UNS,50%, 4.00 
DATNT97,2_So_thu,50%,
DATNT97,So_thu_SEC,0%, -   
DATNT97,So_thu_UNS,100%, 0.64 
DATPT36,Total,100%,
DATPT36,1_To_tung,50%,
DATPT36,To_tung_SEC,0%,
DATPT36,Thu_ly_SEC,0%, -   
DATPT36,Tham_dinh_SEC,0%, -   
DATPT36,Ban_an_SEC,0%, -   
DATPT36,To_tung_UNS,100%,
DATPT36,Thu_ly_UNS,50%, 19.00 
DATPT36,Ban_an_UNS,50%, 1.00 
DATPT36,2_So_thu,50%,
DATPT36,So_thu_SEC,0%, -   
DATPT36,So_thu_UNS,100%, 1.19 
DAUPV1,Total,100%,
DAUPV1,1_To_tung,50%,
DAUPV1,To_tung_SEC,100%,
DAUPV1,Thu_ly_SEC,30%, 24.06 
DAUPV1,Tham_dinh_SEC,30%, 35.46 
DAUPV1,Ban_an_SEC,40%, 9.60 
DAUPV1,To_tung_UNS,0%,
DAUPV1,Thu_ly_UNS,0%, -   
DAUPV1,Ban_an_UNS,0%, -   
DAUPV1,2_So_thu,50%,
DAUPV1,So_thu_SEC,100%, 12.23 
DAUPV1,So_thu_UNS,0%, -   
DAUVK,Total,100%,
DAUVK,1_To_tung,50%,
DAUVK,To_tung_SEC,0%,
DAUVK,Thu_ly_SEC,0%, -   
DAUVK,Tham_dinh_SEC,0%, -   
DAUVK,Ban_an_SEC,0%, -   
DAUVK,To_tung_UNS,100%,
DAUVK,Thu_ly_UNS,50%, 12.00 
DAUVK,Ban_an_UNS,50%, 2.00 
DAUVK,2_So_thu,50%,
DAUVK,So_thu_SEC,0%, -   
DAUVK,So_thu_UNS,100%, 0.60 
DIENNH1,Total,100%,
DIENNH1,1_To_tung,50%,
DIENNH1,To_tung_SEC,0%,
DIENNH1,Thu_ly_SEC,0%, -   
DIENNH1,Tham_dinh_SEC,0%, -   
DIENNH1,Ban_an_SEC,0%, -   
DIENNH1,To_tung_UNS,100%,
DIENNH1,Thu_ly_UNS,50%, 30.00 
DIENNH1,Ban_an_UNS,50%, 4.00 
DIENNH1,2_So_thu,50%,
DIENNH1,So_thu_SEC,0%, -   
DIENNH1,So_thu_UNS,100%, 0.68 
DIENTV2,Total,100%,
DIENTV2,1_To_tung,50%,
DIENTV2,To_tung_SEC,100%,
DIENTV2,Thu_ly_SEC,30%, 5.65 
DIENTV2,Tham_dinh_SEC,30%, 4.88 
DIENTV2,Ban_an_SEC,40%, 1.57 
DIENTV2,To_tung_UNS,0%,
DIENTV2,Thu_ly_UNS,0%, -   
DIENTV2,Ban_an_UNS,0%, -   
DIENTV2,2_So_thu,50%,
DIENTV2,So_thu_SEC,100%, 6.32 
DIENTV2,So_thu_UNS,0%, -   
DIEPLT3,Total,100%,
DIEPLT3,1_To_tung,50%,
DIEPLT3,To_tung_SEC,100%,
DIEPLT3,Thu_ly_SEC,50%, 2.92 
DIEPLT3,Tham_dinh_SEC,50%, 4.34 
DIEPLT3,Ban_an_SEC,0%, -   
DIEPLT3,To_tung_UNS,0%,
DIEPLT3,Thu_ly_UNS,0%, -   
DIEPLT3,Ban_an_UNS,0%, -   
DIEPLT3,2_So_thu,50%,
DIEPLT3,So_thu_SEC,100%, 4.84 
DIEPLT3,So_thu_UNS,0%, -   
DIEUNTH4,Total,100%,
DIEUNTH4,1_To_tung,50%,
DIEUNTH4,To_tung_SEC,100%,
DIEUNTH4,Thu_ly_SEC,50%, 6.13 
DIEUNTH4,Tham_dinh_SEC,50%, 11.31 
DIEUNTH4,Ban_an_SEC,0%, -   
DIEUNTH4,To_tung_UNS,0%,
DIEUNTH4,Thu_ly_UNS,0%, -   
DIEUNTH4,Ban_an_UNS,0%, -   
DIEUNTH4,2_So_thu,50%,
DIEUNTH4,So_thu_SEC,100%, 4.48 
DIEUNTH4,So_thu_UNS,0%, -   
DOANHV,Total,100%,
DOANHV,1_To_tung,50%,
DOANHV,To_tung_SEC,50%,
DOANHV,Thu_ly_SEC,50%, 4.30 
DOANHV,Tham_dinh_SEC,50%, 2.85 
DOANHV,Ban_an_SEC,0%, -   
